id,drug_name,drug_id,created_at,updated_at,quantity,price,invoice_id,deleted_at,discount
7449,Tab  Sofvasc  10mg,162,2019-07-01 16:56:37,2019-07-01 16:56:37,30,14,2154,,15
7450,Tab  Inosuta plus 50/500mg,159,2019-07-01 16:56:37,2019-07-01 16:56:37,31,23,2154,,15
7451,Tab  DIABOLD  4mg,172,2019-07-01 16:56:37,2019-07-01 16:56:37,30,11.39,2154,,15
7452,Tab  Nims  100mg,175,2019-07-01 16:56:37,2019-07-01 16:56:37,20,5.8,2154,,15
7453,Cap Edwin D,43,2019-07-01 16:56:37,2019-07-01 16:56:37,1,230,2154,,23.5
7454,Cap Rezz -20,19,2019-07-01 16:57:20,2019-07-01 16:57:20,5,18.2,2155,,23.5
7455,Tab  Xibmed  60mg,151,2019-07-01 16:57:20,2019-07-01 16:57:20,10,10,2155,,23.5
7456,Tab SimGesic,18,2019-07-01 16:57:20,2019-07-01 16:57:20,15,11.3,2155,,23.5
7457,Tab  Pro-D state,161,2019-07-01 16:57:20,2019-07-01 16:57:20,1,170,2155,,23.5
7458,Tab  Pepzym,76,2019-07-02 13:20:02,2019-07-02 13:20:02,20,9.27,2156,,15
7459,Cap Colonil MR 200mg,14,2019-07-02 13:20:02,2019-07-02 13:20:02,20,24.1,2156,,23.5
7460,Laxolite Sachets,57,2019-07-02 13:20:02,2019-07-02 13:20:02,20,26.79,2156,,15
7461,Cap LapraZole -30mg,6,2019-07-02 13:20:02,2019-07-02 13:20:02,10,16.07,2156,,23.5
7462,Tab DIAMICRON MR 60 mg,155,2019-07-02 13:30:19,2019-07-02 13:30:19,30,19.6,2157,,15
7463,Tab  Lasoride,63,2019-07-02 13:30:19,2019-07-02 13:30:19,30,4.72,2157,,15
7464,Cap   Cefiscot  400mg,113,2019-07-02 13:30:19,2019-07-02 13:30:19,6,60,2157,,15
7465,Cap  AXid  Neu   40mg,180,2019-07-02 13:30:19,2019-07-02 13:30:19,30,17.5,2157,,32
7466,Tab B-Fit 20mg,44,2019-07-02 13:32:14,2019-07-02 13:32:14,10,6.5,2158,,15
7467,Tab Naze .05mg,160,2019-07-02 13:32:14,2019-07-02 13:32:14,10,2.71,2158,,16.7
7468,Cap Rezz -20,19,2019-07-02 13:32:14,2019-07-02 13:32:14,10,18.2,2158,,23.5
7469,Tab  Itofix SR 150mg,15,2019-07-02 13:32:14,2019-07-02 13:32:14,10,36,2158,,23.5
7470,Tab  Torate  25mg,168,2019-07-02 13:32:14,2019-07-02 13:32:14,10,16.5,2158,,15
7471,Cap LapraZole -30mg,6,2019-07-02 14:28:22,2019-07-02 14:28:22,7,16.07,2159,,23.5
7472,Tab  Itofix SR 150mg,15,2019-07-02 14:28:22,2019-07-02 14:28:22,7,36,2159,,23.5
7473,Tab  Coloprid   50 mg,170,2019-07-02 14:28:22,2019-07-02 14:28:22,7,10,2159,,15
7474,Tab  Modrin,68,2019-07-02 14:30:22,2019-07-02 14:30:22,15,1.79,2160,,15
7475,Cap Rezz -20,19,2019-07-02 14:30:22,2019-07-02 14:30:22,7,18.2,2160,,23.5
7476,Tab  Pro-D state,161,2019-07-02 14:30:22,2019-07-02 14:30:22,2,170,2160,,23.5
7477,Tab  Ostin,51,2019-07-02 14:30:22,2019-07-02 14:30:22,20,39,2160,,15
7478,Tab  Xibmed  60mg,151,2019-07-02 15:02:35,2019-07-02 15:02:35,14,10,2161,,23.5
7479,Tab SimGesic,18,2019-07-02 15:02:35,2019-07-02 15:02:35,14,11.3,2161,,23.5
7480,Tab  Pro-D state,161,2019-07-02 15:02:35,2019-07-02 15:02:35,1,170,2161,,23.5
7481,Tab  Ostin,51,2019-07-02 15:02:35,2019-07-02 15:02:35,20,39,2161,,15
7482,Tab  SITA-Met XR  100/1000mg,167,2019-07-02 16:14:23,2019-07-02 16:14:23,14,32.14,2162,,15
7483,Tab DIAMICRON MR 60 mg,155,2019-07-02 16:14:23,2019-07-02 16:14:23,20,19.6,2162,,15
7484,Tab Montiget 10mg,71,2019-07-02 16:14:23,2019-07-02 16:14:23,11,24.07,2162,,15
7485,Tab SimGesic,18,2019-07-02 17:10:33,2019-07-02 17:10:33,30,11.3,2163,,23.5
7486,Tab  Pro-D state,161,2019-07-02 17:10:33,2019-07-02 17:10:33,1,170,2163,,23.5
7487,Cap LapraZole -30mg,6,2019-07-02 17:13:10,2019-07-02 17:13:10,14,16.07,2164,,23.5
7488,Cap   Cefiscot  400mg,113,2019-07-02 17:13:10,2019-07-02 17:13:10,3,60,2164,,15
7489,Cap LapraZole -30mg,6,2019-07-02 17:17:15,2019-07-02 17:17:15,30,16.07,2165,,23.5
7490,Tab  ReWALK,171,2019-07-02 17:17:15,2019-07-02 17:17:15,60,35,2165,,15
7491,Tab  Itofix SR 150mg,15,2019-07-02 17:17:15,2019-07-02 17:17:15,30,36,2165,,23.5
7492,Tab  Pro-D state,161,2019-07-02 17:17:15,2019-07-02 17:17:15,2,170,2165,,23.5
7493,Tab  Ostin,51,2019-07-02 17:17:15,2019-07-02 17:17:15,60,39,2165,,15
7494,Tab  Librax,163,2019-07-02 17:17:15,2019-07-02 17:17:15,60,4,2165,,15
7495,Tab Kestore 10mg,25,2019-07-02 17:20:55,2019-07-02 17:20:55,15,20.98,2166,,15
7496,Cap  AXid  Neu   40mg,180,2019-07-02 17:20:55,2019-07-02 17:20:55,15,17.5,2166,,32
7497,Tab  Zolidplus  15mg+500mg,178,2019-07-02 17:20:55,2019-07-02 17:20:55,30,8.22,2166,,15
7498,Tab  SITA-Met XR  100/1000mg,167,2019-07-02 17:20:55,2019-07-02 17:20:55,15,32.14,2166,,15
7499,Tab Scipride 50mg,27,2019-07-02 17:20:55,2019-07-02 17:20:55,30,10.5,2166,,15
7500,Tab Neumox,7,2019-07-02 17:20:55,2019-07-02 17:20:55,5,89.8,2166,,23.5
7501,Cap  AXid  Neu   40mg,180,2019-07-02 17:27:59,2019-07-02 17:27:59,5,17.5,2167,,32
7502,Tab Scipride 50mg,27,2019-07-02 17:27:59,2019-07-02 17:27:59,10,10.5,2167,,15
7503,Tab Naze .05mg,160,2019-07-02 17:27:59,2019-07-02 17:27:59,10,2.71,2167,,16.7
7504,Tab  Stevit,52,2019-07-03 13:08:36,2019-07-03 13:08:36,20,39.75,2168,,15
7505,Tab  Pro-D state,161,2019-07-03 13:08:36,2019-07-03 13:08:36,1,170,2168,,23.5
7506,Tab  Inosuta plus 50/500mg,159,2019-07-03 15:49:10,2019-07-03 15:49:10,14,23,2169,,15
7507,Cap  Pegalin  50mg,153,2019-07-03 15:49:10,2019-07-03 15:49:10,14,14.29,2169,,15
7508,Tab  Paraxyl  12.5mg,69,2019-07-03 15:52:18,2019-07-03 15:52:18,14,25.2,2170,,15
7509,Cap Imodium 2mg,182,2019-07-03 15:52:18,2019-07-03 15:52:18,10,3.93,2170,,15
7510,Tab  NoSPA  Forte  80mg,62,2019-07-03 15:52:18,2019-07-03 15:52:18,14,11.12,2170,,15
7511,Tab  Spasfon,176,2019-07-03 15:52:18,2019-07-03 15:52:18,10,20.5,2170,,15
7512,Tab  Stevit,52,2019-07-03 15:53:23,2019-07-03 15:53:23,20,39.75,2171,,15
7513,Cap Colonil MR 200mg,14,2019-07-03 15:55:06,2019-07-03 15:55:06,10,24.1,2172,,23.5
7514,Cap  Pegalin  50mg,153,2019-07-03 15:55:06,2019-07-03 15:55:06,14,14.29,2172,,15
7515,Tab SimGesic,18,2019-07-03 15:58:02,2019-07-03 15:58:02,9,11.3,2173,,23.5
7516,Tab  Spasfon,176,2019-07-03 15:58:02,2019-07-03 15:58:02,6,20.5,2173,,15
7517,Cap  AXid  Neu   40mg,180,2019-07-03 15:58:02,2019-07-03 15:58:02,3,17.5,2173,,32
7518,Tab  Fexet  60mg,165,2019-07-03 15:58:02,2019-07-03 15:58:02,6,10.56,2173,,15
7519,Cap LapraZole -30mg,6,2019-07-03 15:59:38,2019-07-03 15:59:38,30,16.07,2174,,23.5
7520,Tab  Itofix SR 150mg,15,2019-07-03 15:59:38,2019-07-03 15:59:38,30,36,2174,,23.5
7521,Tab Scipride 50mg,27,2019-07-03 15:59:38,2019-07-03 15:59:38,60,10.5,2174,,15
7522,Tab Co-Valtec  160/12.5mg,28,2019-07-03 16:05:30,2019-07-03 16:05:30,6,16,2175,,15
7523,Tab Zerifax 550 mg,156,2019-07-03 16:05:30,2019-07-03 16:05:30,11,61.1,2175,,23.5
7524,Cap  AXid  Neu   40mg,180,2019-07-03 16:05:30,2019-07-03 16:05:30,14,17.5,2175,,32
7525,Tab  NoSPA  40mg,61,2019-07-03 16:05:30,2019-07-03 16:05:30,14,7.2,2175,,15
7526,Cap Rezz -20,19,2019-07-03 16:07:48,2019-07-03 16:07:48,2,18.2,2176,,23.5
7527,Tab  Pepzym,76,2019-07-03 16:07:48,2019-07-03 16:07:48,4,9.27,2176,,15
7528,Tab  NoSPA  Forte  80mg,62,2019-07-03 16:07:48,2019-07-03 16:07:48,4,11.12,2176,,15
7529,Syp  Laxita,54,2019-07-03 16:07:48,2019-07-03 16:07:48,2,150,2176,,23.5
7530,Cap Rezz -20,19,2019-07-03 17:18:42,2019-07-03 17:18:42,4,18.2,2177,,23.5
7531,Tab  Itofix SR 150mg,15,2019-07-03 17:18:42,2019-07-03 17:18:42,4,36,2177,,23.5
7532,Tab  Lasoride,63,2019-07-03 17:26:04,2019-07-03 17:26:04,7,4.72,2178,,15
7533,Cap Rezz -20,19,2019-07-03 17:26:04,2019-07-03 17:26:04,7,18.2,2178,,23.5
7534,Tab  Itofix SR 150mg,15,2019-07-03 17:26:04,2019-07-03 17:26:04,7,36,2178,,23.5
7535,Tab  Inosuta plus 50/500mg,159,2019-07-03 17:26:04,2019-07-03 17:26:04,14,23,2178,,15
7536,Cap  Pegalin  50mg,153,2019-07-04 13:25:01,2019-07-04 13:25:01,14,14.29,2179,,15
7537,Tab  Zolidplus  15mg+500mg,178,2019-07-04 13:25:01,2019-07-04 13:25:01,14,8.22,2179,,15
7538,Tab Byscard  5mg,59,2019-07-04 13:30:09,2019-07-04 13:30:09,14,13.04,2180,,23.5
7539,Tab Naze .05mg,160,2019-07-04 13:30:09,2019-07-04 13:30:09,12,2.71,2180,,16.7
7540,Cap  AXid  Neu   40mg,180,2019-07-04 13:30:09,2019-07-04 13:30:09,7,17.5,2180,,32
7541,Tab  Itofix SR 150mg,15,2019-07-04 13:30:09,2019-07-04 13:30:09,10,36,2180,,23.5
7542,Tab  Spasfon,176,2019-07-04 13:34:31,2019-07-04 13:34:31,10,20.5,2181,,15
7543,Tab  Xibmed  60mg,151,2019-07-04 13:34:31,2019-07-04 13:34:31,10,10,2181,,23.5
7544,Cap Rezz -20,19,2019-07-04 13:34:31,2019-07-04 13:34:31,10,18.2,2181,,23.5
7545,Tab  Itofix SR 150mg,15,2019-07-04 13:34:31,2019-07-04 13:34:31,10,36,2181,,23.5
7546,Cap Rezz -20,19,2019-07-04 14:22:27,2019-07-04 14:22:27,30,18.2,2182,,23.5
7547,Cap Colonil MR 200mg,14,2019-07-04 14:22:27,2019-07-04 14:22:27,30,24.1,2182,,23.5
7548,Tab  Librax,163,2019-07-04 14:22:27,2019-07-04 14:22:27,30,4,2182,,15
7549,Tab Scipride 50mg,27,2019-07-04 14:22:27,2019-07-04 14:22:27,30,10.5,2182,,15
7550,Cap Colonil MR 200mg,14,2019-07-04 14:24:21,2019-07-04 14:24:21,6,24.1,2183,,23.5
7551,Cap Rezz -20,19,2019-07-04 14:24:21,2019-07-04 14:24:21,3,18.2,2183,,23.5
7552,Cap Imodium 2mg,182,2019-07-04 14:24:21,2019-07-04 14:24:21,6,3.93,2183,,15
7553,Tab  Paraxyl  12.5mg,69,2019-07-04 14:24:21,2019-07-04 14:24:21,3,25.2,2183,,15
7554,Tab  Pro-D state,161,2019-07-04 15:50:53,2019-07-04 15:50:53,1,170,2184,,23.5
7555,Tab  Ostin,51,2019-07-04 15:50:53,2019-07-04 15:50:53,20,39,2184,,15
7556,Syp  Laxita,54,2019-07-04 16:38:40,2019-07-04 16:38:40,2,150,2185,,23.5
7557,Tab  NEUTIDIN  40mg,177,2019-07-04 16:38:40,2019-07-04 16:38:40,15,11,2185,,23.5
7558,Laxolite Sachets,57,2019-07-04 16:38:40,2019-07-04 16:38:40,30,26.79,2185,,15
7559,Cap  AXid  Neu   40mg,180,2019-07-05 12:58:32,2019-07-05 12:58:32,28,17.5,2186,,32
7560,Tab  Librax,163,2019-07-05 12:58:32,2019-07-05 12:58:32,28,4,2186,,15
7561,Cap Colonil MR 200mg,14,2019-07-05 12:58:32,2019-07-05 12:58:32,28,24.1,2186,,23.5
7562,Tab  Xibmed  60mg,151,2019-07-05 12:58:32,2019-07-05 12:58:32,14,10,2186,,23.5
7563,Tab SimGesic,18,2019-07-05 14:10:12,2019-07-05 14:10:12,6,11.3,2187,,23.5
7564,Cap Rezz -20,19,2019-07-05 14:10:12,2019-07-05 14:10:12,20,18.2,2187,,23.5
7565,Tab  Spasfon,176,2019-07-05 14:10:12,2019-07-05 14:10:12,20,20.5,2187,,15
7566,Tab  Itofix SR 150mg,15,2019-07-05 14:52:29,2019-07-05 14:52:29,10,36,2188,,23.5
7567,Cap Rezz -20,19,2019-07-05 15:14:00,2019-07-05 15:14:00,10,18.2,2189,,23.5
7568,Tab  Itofix SR 150mg,15,2019-07-05 15:14:00,2019-07-05 15:14:00,10,36,2189,,23.5
7569,Tab  Telsarta-A  5/40,39,2019-07-05 15:14:00,2019-07-05 15:14:00,14,17.86,2189,,15
7570,Tab  EMSYN  10mg,164,2019-07-05 15:14:00,2019-07-05 15:14:00,14,20,2189,,23.5
7571,Cap LapraZole -30mg,6,2019-07-05 16:42:36,2019-07-05 16:42:36,3,16.07,2190,,23.5
7572,Tab Scipride 50mg,27,2019-07-05 16:42:36,2019-07-05 16:42:36,6,10.5,2190,,15
7573,Cap Colonil MR 200mg,14,2019-07-05 16:42:36,2019-07-05 16:42:36,6,24.1,2190,,23.5
7574,Cap Rezz -20,19,2019-07-05 16:44:38,2019-07-05 16:44:38,30,18.2,2191,,23.5
7575,Tab Scipride 50mg,27,2019-07-05 16:44:38,2019-07-05 16:44:38,25,10.5,2191,,15
7576,Tab  Librax,163,2019-07-05 16:44:38,2019-07-05 16:44:38,30,4,2191,,15
7577,Tab   Ezilax,80,2019-07-05 16:44:38,2019-07-05 16:44:38,10,27.17,2191,,15
7578,Tab  Ostin,51,2019-07-05 16:46:37,2019-07-05 16:46:37,20,39,2192,,15
7579,Tab  Stevit,52,2019-07-05 16:46:37,2019-07-05 16:46:37,20,39.75,2192,,15
7580,Tab  Febustat  40mg,152,2019-07-05 16:48:01,2019-07-05 16:48:01,40,18,2193,,23.5
7581,Tab  Zolidplus  15mg+500mg,178,2019-07-05 16:55:14,2019-07-05 16:55:14,20,8.22,2194,,15
7582,Tab DIAMICRON MR 60 mg,155,2019-07-05 16:55:14,2019-07-05 16:55:14,10,19.6,2194,,15
7583,Tab  Inosuta plus 50/500mg,159,2019-07-05 16:55:15,2019-07-05 16:55:15,20,23,2194,,15
7584,Tab  DioPlus  5/80mg,115,2019-07-05 16:55:15,2019-07-05 16:55:15,10,19.37,2194,,15
7585,Cap  AXid  Neu   40mg,180,2019-07-05 16:55:15,2019-07-05 16:55:15,10,17.5,2194,,32
7586,Pentoxol-M,72,2019-07-05 16:55:15,2019-07-05 16:55:15,10,5.1,2194,,15
7587,Cap LapraZole -30mg,6,2019-07-05 16:58:46,2019-07-05 16:58:46,4,16.07,2195,,23.5
7588,Cap Colonil MR 200mg,14,2019-07-05 16:58:46,2019-07-05 16:58:46,6,24.1,2195,,23.5
7589,Tab  Spasfon,176,2019-07-05 16:58:46,2019-07-05 16:58:46,12,20.5,2195,,15
7590,Tab  Librax,163,2019-07-05 16:58:46,2019-07-05 16:58:46,6,4,2195,,15
7591,Cap Imodium 2mg,182,2019-07-05 16:58:46,2019-07-05 16:58:46,10,3.93,2195,,15
7592,Tab Byscard  5mg,59,2019-07-05 17:00:07,2019-07-05 17:00:07,14,13.04,2196,,23.5
7593,Tab Naze .05mg,160,2019-07-05 17:00:07,2019-07-05 17:00:07,14,2.71,2196,,16.7
7594,Cap   Cefiscot  400mg,113,2019-07-08 13:09:03,2019-07-08 13:09:03,7,60,2197,,15
7595,Tab  Pro-D state,161,2019-07-08 13:09:03,2019-07-08 13:09:03,1,170,2197,,23.5
7596,Tab  Fexet  60mg,165,2019-07-08 13:09:03,2019-07-08 13:09:03,30,10.56,2197,,15
7597,Tab Byscard  5mg,59,2019-07-08 13:28:39,2019-07-08 13:28:39,41,13.04,2198,,23.5
7598,Cap  AXid  Neu   40mg,180,2019-07-08 13:40:12,2019-07-08 13:40:12,7,17.5,2199,,32
7599,Cap Colonil MR 200mg,14,2019-07-08 13:40:12,2019-07-08 13:40:12,14,24.1,2199,,23.5
7600,Tab  Librax,163,2019-07-08 13:40:12,2019-07-08 13:40:12,14,4,2199,,15
7601,Tab  Paromax  20mg,49,2019-07-08 13:40:12,2019-07-08 13:40:12,10,24.73,2199,,15
7602,Tab  Zolidplus  15mg+500mg,178,2019-07-08 13:58:03,2019-07-08 13:58:03,28,8.22,2200,,15
7603,Tab DIAMICRON MR 60 mg,155,2019-07-08 13:58:03,2019-07-08 13:58:03,28,19.6,2200,,15
7604,Tab  EMSYN  10mg,164,2019-07-08 13:58:03,2019-07-08 13:58:03,14,20,2200,,23.5
7605,Tab  SITA-Met XR  100/1000mg,167,2019-07-08 13:58:03,2019-07-08 13:58:03,14,32.14,2200,,15
7606,Cap  Pegalin  50mg,153,2019-07-08 13:58:03,2019-07-08 13:58:03,28,14.29,2200,,15
7607,Cap LapraZole -30mg,6,2019-07-08 13:58:03,2019-07-08 13:58:03,14,16.07,2200,,23.5
7608,Tab  Telsarta-A  5/40,39,2019-07-08 13:58:03,2019-07-08 13:58:03,14,17.86,2200,,15
7609,Tab  Spasfon,176,2019-07-08 14:35:25,2019-07-08 14:35:25,20,20.5,2201,,15
7610,Laxolite Sachets,57,2019-07-08 14:35:25,2019-07-08 14:35:25,16,26.79,2201,,15
7611,Cap LapraZole -30mg,6,2019-07-08 15:07:08,2019-07-08 15:07:08,7,16.07,2202,,23.5
7612,Cap Colonil MR 200mg,14,2019-07-08 15:07:08,2019-07-08 15:07:08,14,24.1,2202,,23.5
7613,Tab  Itofix SR 150mg,15,2019-07-08 15:07:08,2019-07-08 15:07:08,7,36,2202,,23.5
7614,Pentoxol-M,72,2019-07-08 15:07:08,2019-07-08 15:07:08,7,5.1,2202,,15
7615,Tab Naze .05mg,160,2019-07-08 15:07:08,2019-07-08 15:07:08,7,2.71,2202,,16.7
7616,Tab Sofvasc HCT  5/160/12.5,56,2019-07-08 15:11:59,2019-07-08 15:11:59,45,30,2203,,23.5
7617,Tab  LOPRIN  75mg,174,2019-07-08 15:11:59,2019-07-08 15:11:59,45,1.44,2203,,15
7618,Tab Kestore 10mg,25,2019-07-08 15:11:59,2019-07-08 15:11:59,90,20.98,2203,,15
7619,Tab  Xibmed  60mg,151,2019-07-08 15:11:59,2019-07-08 15:11:59,45,10,2203,,23.5
7620,Cap  AXid  Neu   40mg,180,2019-07-08 15:27:06,2019-07-08 15:27:06,14,17.5,2204,,32
7621,Tab  Coloprid   50 mg,170,2019-07-08 15:27:06,2019-07-08 15:27:06,28,10,2204,,15
7622,Tab  Itofix SR 150mg,15,2019-07-08 15:27:06,2019-07-08 15:27:06,14,36,2204,,23.5
7623,Cap  AXid  Neu   40mg,180,2019-07-08 15:30:04,2019-07-08 15:30:04,7,17.5,2205,,32
7624,Tab  Paraxyl  12.5mg,69,2019-07-08 15:30:04,2019-07-08 15:30:04,7,25.2,2205,,15
7625,Tab  Pepzym,76,2019-07-08 15:30:04,2019-07-08 15:30:04,14,9.27,2205,,15
7626,Tab   Ezilax,80,2019-07-08 15:30:04,2019-07-08 15:30:04,10,27.17,2205,,15
7627,Tab  Spasfon,176,2019-07-08 15:30:04,2019-07-08 15:30:04,14,20.5,2205,,15
7628,Cap   Cefiscot  400mg,113,2019-07-08 15:34:41,2019-07-08 15:34:41,7,60,2206,,15
7629,Tab B-Fit 20mg,44,2019-07-08 15:36:33,2019-07-08 15:36:33,45,6.5,2207,,15
7630,Tab Naze .05mg,160,2019-07-08 15:36:33,2019-07-08 15:36:33,10,2.71,2207,,16.7
7631,Tab  Stevit,52,2019-07-08 15:36:33,2019-07-08 15:36:33,40,39.75,2207,,15
7632,Tab  Stevit,52,2019-07-08 16:03:28,2019-07-08 16:03:28,20,39.75,2208,,15
7633,Tab  Oniron 8mg,17,2019-07-08 16:03:28,2019-07-08 16:03:28,6,25,2208,,23.5
7634,Tab  Itofix SR 150mg,15,2019-07-08 16:03:28,2019-07-08 16:03:28,2,36,2208,,23.5
7635,Tab  NEUTIDIN  40mg,177,2019-07-08 16:26:32,2019-07-08 16:26:32,10,11,2209,,23.5
7636,Tab  Lasoride,63,2019-07-08 16:26:32,2019-07-08 16:26:32,4,4.72,2209,,15
7637,Cap Rezz -20,19,2019-07-09 13:45:56,2019-07-09 13:45:56,2,18.2,2210,,23.5
7638,Tab  Oniron 8mg,17,2019-07-09 13:45:56,2019-07-09 13:45:56,6,25,2210,,23.5
7639,Tab   Ezilax,80,2019-07-09 13:45:56,2019-07-09 13:45:56,4,27.17,2210,,15
7640,Tab Naze .05mg,160,2019-07-09 13:45:56,2019-07-09 13:45:56,4,2.71,2210,,16.7
7641,Cap Colonil MR 200mg,14,2019-07-09 13:45:56,2019-07-09 13:45:56,4,24.1,2210,,23.5
7642,Tab  Stevit,52,2019-07-09 13:49:50,2019-07-09 13:49:50,20,39.75,2211,,15
7643,Tab SimGesic,18,2019-07-09 14:07:24,2019-07-09 14:07:24,28,11.3,2212,,23.5
7644,Pentoxol-M,72,2019-07-09 14:07:24,2019-07-09 14:07:24,30,5.1,2212,,15
7645,Tab  Pro-D state,161,2019-07-09 14:07:24,2019-07-09 14:07:24,3,170,2212,,23.5
7646,Tab  Ostin,51,2019-07-09 14:07:24,2019-07-09 14:07:24,40,39,2212,,15
7647,Tab  Lasoride,63,2019-07-09 14:59:53,2019-07-09 14:59:53,180,4.72,2213,,15
7648,Tab  Vadil  12.5mg,74,2019-07-09 14:59:53,2019-07-09 14:59:53,45,8.93,2213,,15
7649,Tab  Stevit,52,2019-07-09 14:59:53,2019-07-09 14:59:53,40,39.75,2213,,15
7650,Tab   Ezilax,80,2019-07-09 15:02:38,2019-07-09 15:02:38,14,27.17,2214,,15
7651,Cap Rezz -20,19,2019-07-09 15:02:38,2019-07-09 15:02:38,7,18.2,2214,,23.5
7652,Tab  ReWALK,171,2019-07-09 15:02:38,2019-07-09 15:02:38,30,35,2214,,15
7653,Tab  Pro-D state,161,2019-07-09 15:02:38,2019-07-09 15:02:38,1,170,2214,,23.5
7654,Tab  Ostin,51,2019-07-09 15:02:38,2019-07-09 15:02:38,20,39,2214,,15
7655,Tab SimGesic,18,2019-07-09 15:02:38,2019-07-09 15:02:38,14,11.3,2214,,23.5
7656,Tab  Telsarta-A  5/40,39,2019-07-09 15:02:38,2019-07-09 15:02:38,7,17.86,2214,,15
7657,Pentoxol-M,72,2019-07-09 16:04:45,2019-07-09 16:04:45,30,5.1,2215,,15
7658,Tab  Stevit,52,2019-07-09 16:04:45,2019-07-09 16:04:45,20,39.75,2215,,15
7659,Cap Rezz -20,19,2019-07-09 16:14:53,2019-07-09 16:14:53,10,18.2,2216,,23.5
7660,Tab  Coloprid   50 mg,170,2019-07-09 16:14:53,2019-07-09 16:14:53,10,10,2216,,15
7661,Tab  Librax,163,2019-07-09 16:14:53,2019-07-09 16:14:53,10,4,2216,,15
7662,Cap Colonil MR 200mg,14,2019-07-09 16:14:53,2019-07-09 16:14:53,20,24.1,2216,,23.5
7663,Tab SimGesic,18,2019-07-09 16:50:33,2019-07-09 16:50:33,10,11.3,2217,,23.5
7664,Tab  NoSPA  Forte  80mg,62,2019-07-09 16:50:33,2019-07-09 16:50:33,10,11.12,2217,,15
7665,Cap LapraZole -30mg,6,2019-07-09 16:50:33,2019-07-09 16:50:33,5,16.07,2217,,23.5
7666,Tab   Ezilax,80,2019-07-09 16:50:34,2019-07-09 16:50:34,10,27.17,2217,,15
7667,Tab Kestore 10mg,25,2019-07-10 13:57:25,2019-07-10 13:57:25,24,20.98,2218,,15
7668,Cap Colonil MR 200mg,14,2019-07-10 13:58:37,2019-07-10 13:58:37,20,24.1,2219,,23.5
7669,Cap Colonil MR 200mg,14,2019-07-10 14:00:09,2019-07-10 14:00:09,13,24.1,2220,,23.5
7670,Tab  Librax,163,2019-07-10 14:00:09,2019-07-10 14:00:09,14,4,2220,,15
7671,Cap LapraZole -30mg,6,2019-07-10 14:00:09,2019-07-10 14:00:09,7,16.07,2220,,23.5
7672,Cap   Cefiscot  400mg,113,2019-07-10 14:01:14,2019-07-10 14:01:14,5,60,2221,,15
7673,Pentoxol-M,72,2019-07-10 14:46:11,2019-07-10 14:46:11,30,5.1,2222,,15
7674,Tab  Pro-D state,161,2019-07-10 14:46:11,2019-07-10 14:46:11,1,170,2222,,23.5
7675,Tab  Ostin,51,2019-07-10 14:46:11,2019-07-10 14:46:11,20,39,2222,,15
7676,Tab  Stevit,52,2019-07-10 15:13:23,2019-07-10 15:13:23,20,39.75,2223,,15
7677,Tab  Coloprid   50 mg,170,2019-07-10 15:13:23,2019-07-10 15:13:23,3,10,2223,,15
7678,Tab  Librax,163,2019-07-10 15:13:23,2019-07-10 15:13:23,6,4,2223,,15
7679,Tab  Prolexa 10mg,77,2019-07-10 15:22:29,2019-07-10 15:22:29,10,20,2224,,15
7680,Cap Imodium 2mg,182,2019-07-10 15:22:29,2019-07-10 15:22:29,10,3.93,2224,,15
7681,Cap Rezz -20,19,2019-07-10 15:22:29,2019-07-10 15:22:29,8,18.2,2224,,23.5
7682,Tab SimGesic,18,2019-07-10 16:39:53,2019-07-10 16:39:53,14,11.3,2225,,23.5
7683,Tab  Torate  25mg,168,2019-07-10 16:39:53,2019-07-10 16:39:53,1,16.5,2225,,15
7684,Tab  LOPRIN  75mg,174,2019-07-10 16:39:53,2019-07-10 16:39:53,30,1.44,2225,,15
7685,Tab  NoSPA  40mg,61,2019-07-10 16:42:07,2019-07-10 16:42:07,6,7.2,2226,,15
7686,Tab SimGesic,18,2019-07-10 16:42:07,2019-07-10 16:42:07,12,11.3,2226,,23.5
7687,Tab  Oniron 8mg,17,2019-07-10 16:42:07,2019-07-10 16:42:07,4,25,2226,,23.5
7688,Tab  Betanorm   5mg,184,2019-07-10 16:43:31,2019-07-10 16:43:31,10,13,2227,,15
7689,Tab  Pro-D state,161,2019-07-10 16:43:31,2019-07-10 16:43:31,1,170,2227,,23.5
7690,Tab  EMSYN  10mg,164,2019-07-10 16:45:56,2019-07-10 16:45:56,7,20,2228,,23.5
7691,Tab Sofvasc HCT  10/160/12.5,55,2019-07-10 16:45:56,2019-07-10 16:45:56,7,36,2228,,15
7692,Tab  Betanorm   5mg,184,2019-07-10 16:45:56,2019-07-10 16:45:56,7,13,2228,,15
7693,Tab   Ezilax,80,2019-07-10 16:45:56,2019-07-10 16:45:56,10,27.17,2228,,15
7694,Cap  Pegalin  50mg,153,2019-07-10 16:45:56,2019-07-10 16:45:56,14,14.29,2228,,15
7695,Tab  Librax,163,2019-07-10 16:45:56,2019-07-10 16:45:56,14,4,2228,,15
7696,Cap Colonil MR 200mg,14,2019-07-10 16:45:56,2019-07-10 16:45:56,14,24.1,2228,,23.5
7697,Tab  Coloprid   50 mg,170,2019-07-11 13:15:58,2019-07-11 13:15:58,30,10,2229,,15
7698,Tab  Itofix SR 150mg,15,2019-07-11 13:15:58,2019-07-11 13:15:58,14,36,2229,,23.5
